altitude_m,pressure_kpa,ambient_temp_c,air_density_kg_m3,density_ratio,cooling_mode,is_forced,theta_base,load_power_w,electrode_gap_mm,delta_t_diurnal,paschen_v_bd,t_baseline_c,t_reference_c,thermal_residual_c
3897.8,62.46,-6.73,0.8168,0.6668,forced,1.0,3.701,4.73,8.88,12.9,5984.9,17.46,19.68,2.212
5095.3,53.33,-13.06,0.7144,0.5831,forced,1.0,2.545,14.71,6.28,27.6,3797.4,44.58,56.95,12.363
3945.7,62.08,1.19,0.7883,0.6435,forced,1.0,6.111,20.37,7.05,49.2,4832.9,178.3,213.69,35.389
3409.9,66.53,-9.25,0.8782,0.7169,forced,1.0,2.101,67.0,2.65,37.9,2134.9,174.49,218.86,44.363
562.0,94.75,18.86,1.1304,0.9228,forced,1.0,3.194,46.62,9.27,36.8,9074.0,177.63,185.83,8.201
2206.3,77.48,5.58,0.9684,0.7905,forced,1.0,6.269,71.96,6.42,18.4,5426.2,550.01,645.77,95.762
1591.2,83.61,7.66,1.0373,0.8468,forced,1.0,2.617,26.79,1.51,29.3,1583.9,87.75,94.44,6.69
1463.9,84.93,15.8,1.024,0.8359,natural,0.0,4.474,31.33,0.65,62.7,762.6,169.1,181.72,12.623
5838.1,48.24,-12.67,0.6451,0.5266,forced,1.0,2.605,54.54,0.65,28.7,467.8,224.68,322.39,97.719
2358.6,76.02,-1.01,0.9731,0.7944,natural,0.0,1.431,44.19,0.99,42.5,1001.4,69.93,78.75,8.819
5352.3,51.52,-15.88,0.6977,0.5695,natural,0.0,4.377,40.54,9.16,13.2,5172.8,219.22,287.72,68.501
3786.8,63.37,-2.93,0.817,0.6669,forced,1.0,6.021,44.02,3.9,13.5,2894.0,363.56,453.4,89.841
4768.9,55.71,-12.64,0.745,0.6081,forced,1.0,3.38,44.64,3.33,33.3,2238.5,211.97,279.26,67.289
3015.8,69.97,3.91,0.8798,0.7182,natural,0.0,4.369,57.9,4.46,43.2,3561.7,302.42,363.11,60.693
3461.4,66.09,-0.81,0.8454,0.6901,forced,1.0,4.271,50.77,4.39,30.5,3338.7,290.91,360.76,69.849
2955.1,70.51,11.79,0.8621,0.7037,forced,1.0,3.166,71.88,2.77,19.8,2338.6,313.25,391.65,78.4
1171.5,88.02,3.2,1.1096,0.9058,natural,0.0,4.305,71.2,1.37,50.5,1526.6,325.27,346.36,21.091
4334.7,59.0,-8.91,0.7778,0.6349,forced,1.0,2.278,32.8,1.53,17.7,1180.7,98.55,124.9,26.344
1684.6,82.66,3.6,1.0405,0.8494,forced,1.0,2.955,4.61,6.19,46.7,5565.7,19.11,20.16,1.043
145.9,99.58,22.68,1.1727,0.9573,forced,1.0,3.321,2.81,4.27,62.6,4708.2,32.34,32.67,0.334
3872.8,62.67,-14.88,0.8453,0.69,forced,1.0,5.725,10.99,9.07,35.9,6120.8,69.81,81.72,11.916
1062.7,89.19,15.17,1.0777,0.8797,forced,1.0,2.785,7.47,4.91,21.0,4831.0,38.22,39.04,0.82
5642.8,49.54,-20.46,0.6829,0.5575,forced,1.0,4.42,29.26,5.28,56.3,3043.2,185.92,247.71,61.792
5723.6,49.0,-21.61,0.6786,0.5539,forced,1.0,2.016,5.86,9.32,37.8,5020.1,-2.65,0.61,3.263
5489.2,50.58,-24.36,0.7082,0.5781,forced,1.0,2.24,47.62,5.27,60.8,3091.3,140.96,196.72,55.761
2221.0,77.34,2.77,0.9764,0.7971,natural,0.0,4.496,15.88,5.27,49.6,4530.8,82.76,88.26,5.499
92.7,100.22,25.9,1.1674,0.953,forced,1.0,5.145,39.52,3.95,33.7,4414.2,237.22,242.81,5.591
5569.9,50.03,-16.36,0.6787,0.554,forced,1.0,3.434,9.52,7.25,44.0,4079.4,36.1,46.9,10.799
2569.1,74.04,7.07,0.9204,0.7514,forced,1.0,2.71,62.42,4.23,19.3,3572.3,219.71,262.63,42.915
5799.9,48.49,-7.71,0.6364,0.5195,forced,1.0,5.989,58.94,6.09,31.3,3390.9,588.29,845.87,257.579
5781.7,48.61,-16.0,0.6585,0.5376,forced,1.0,1.574,30.21,4.75,42.7,2720.1,62.14,87.63,25.486
5118.1,53.17,-16.62,0.7221,0.5894,forced,1.0,4.908,68.47,5.52,42.5,3374.6,496.33,689.25,192.919
1766.7,81.82,11.32,1.002,0.818,forced,1.0,4.734,15.56,8.36,42.3,7233.0,97.8,105.13,7.323
2310.6,76.48,1.72,0.9693,0.7912,forced,1.0,4.734,61.42,4.43,50.9,3837.4,352.39,410.14,57.75
5106.8,53.25,-16.22,0.722,0.5894,forced,1.0,6.132,41.85,2.69,15.8,1773.8,375.45,497.36,121.908
1901.5,80.47,-1.48,1.0319,0.8424,natural,0.0,4.951,26.06,5.92,14.1,5214.9,139.09,148.6,9.509
1017.0,89.69,18.95,1.0697,0.8732,natural,0.0,2.519,8.16,9.41,18.1,8751.1,40.94,41.48,0.544
3340.8,67.12,-4.03,0.8689,0.7093,forced,1.0,2.814,14.51,7.09,53.6,5208.6,49.71,57.37,7.665
5616.9,49.71,-15.42,0.6719,0.5485,forced,1.0,3.029,64.99,3.43,13.6,2074.2,302.88,435.17,132.29
4176.2,60.24,-13.36,0.8078,0.6594,natural,0.0,0.976,46.3,9.65,22.4,6243.2,42.27,55.11,12.843
3420.4,66.44,0.38,0.8462,0.6907,natural,0.0,6.007,19.31,3.76,24.0,2915.9,139.93,158.5,18.569
583.1,94.51,11.64,1.1562,0.9438,forced,1.0,1.219,38.2,9.84,45.6,9561.9,60.42,61.59,1.175
3690.0,64.17,-4.84,0.8332,0.6801,forced,1.0,4.789,9.87,2.32,32.1,1841.0,59.52,68.09,8.578
5940.3,47.57,-13.35,0.6378,0.5207,natural,0.0,4.962,9.22,10.0,20.9,5207.8,50.03,60.38,10.353
840.5,91.63,19.28,1.0915,0.891,forced,1.0,5.609,68.27,1.22,34.7,1426.3,439.22,475.04,35.813
3110.0,69.13,-0.35,0.8828,0.7207,forced,1.0,3.954,35.42,7.28,47.7,5478.8,181.69,215.36,33.669
5264.2,52.14,-24.83,0.7314,0.5971,forced,1.0,4.934,28.39,7.53,53.2,4383.7,186.82,243.15,56.338
4444.6,58.15,9.07,0.7178,0.586,forced,1.0,2.526,71.28,6.96,16.8,4500.8,285.15,391.7,106.553
4182.1,60.19,3.29,0.7585,0.6192,forced,1.0,5.05,31.13,7.89,49.3,5200.1,233.94,292.5,58.562
4214.9,59.93,-3.06,0.773,0.631,natural,0.0,2.757,26.55,4.98,10.2,3425.5,89.09,106.69,17.604
2156.9,77.96,1.46,0.989,0.8073,forced,1.0,5.946,21.93,1.01,49.8,1049.0,156.2,171.89,15.685
1761.6,81.88,7.87,1.015,0.8286,forced,1.0,1.731,43.25,3.9,46.4,3637.1,94.9,105.01,10.106
4856.2,55.06,-14.83,0.7426,0.6062,forced,1.0,2.6,42.76,6.6,35.8,4088.3,151.11,200.39,49.284
4860.7,55.03,-4.01,0.7123,0.5815,forced,1.0,3.643,3.18,6.64,17.5,4106.9,13.88,16.54,2.668
5202.4,52.57,-12.24,0.702,0.573,forced,1.0,5.222,49.75,2.35,52.1,1560.0,393.35,534.71,141.363
5479.4,50.65,-20.32,0.6978,0.5697,forced,1.0,5.068,59.55,2.9,13.9,1818.3,453.06,631.73,178.672
3068.1,69.5,-2.77,0.8955,0.731,natural,0.0,2.001,46.97,5.12,59.3,4013.0,107.15,126.37,19.218
3009.1,70.03,7.17,0.8703,0.7104,forced,1.0,1.622,65.5,7.42,52.5,5643.1,146.85,181.7,34.854
4789.8,55.55,-1.53,0.7125,0.5816,forced,1.0,2.533,22.18,8.6,50.8,5230.9,85.12,106.54,21.422
3899.8,62.45,3.82,0.7855,0.6412,forced,1.0,3.557,16.01,1.32,51.5,1089.7,85.11,100.59,15.475
4211.8,59.96,-2.83,0.7727,0.6308,forced,1.0,3.872,52.9,9.29,13.7,6009.7,293.34,382.02,88.678
4774.8,55.66,-12.55,0.7441,0.6074,forced,1.0,3.246,15.76,9.31,64.4,5630.4,63.7,79.34,15.642
5340.0,51.61,-34.16,0.7523,0.6141,forced,1.0,4.58,8.65,0.58,57.2,445.5,24.36,34.11,9.749
2028.0,79.22,8.6,0.9795,0.7996,forced,1.0,3.237,9.05,5.31,37.9,4663.3,43.65,46.57,2.918
2253.5,77.02,5.34,0.9635,0.7865,forced,1.0,6.194,58.09,6.08,49.6,5134.9,441.38,513.3,71.919
563.9,94.73,17.17,1.1367,0.9279,forced,1.0,2.288,4.1,5.76,50.7,5897.2,27.13,27.3,0.173
3469.7,66.02,-2.23,0.8489,0.693,forced,1.0,4.376,23.13,6.35,55.6,4648.2,133.5,157.13,23.631
215.7,98.76,10.64,1.2124,0.9897,forced,1.0,4.285,11.43,5.28,24.0,5661.9,60.03,60.0,-0.032
2793.6,71.97,5.19,0.9008,0.7353,natural,0.0,2.405,57.11,3.29,30.5,2782.9,165.35,194.96,29.601
3255.9,67.86,2.63,0.8572,0.6997,forced,1.0,3.147,38.75,1.41,54.0,1241.0,164.9,198.41,33.512
1719.2,82.3,12.92,1.0023,0.8182,forced,1.0,2.883,17.0,2.48,52.3,2435.7,70.47,75.37,4.895
3545.0,65.38,2.64,0.8259,0.6742,forced,1.0,1.783,56.78,7.53,38.7,5375.4,141.43,178.32,36.889
183.0,99.15,22.43,1.1685,0.9539,forced,1.0,3.521,56.78,2.79,31.8,3198.3,230.02,236.37,6.353
224.1,98.66,16.08,1.1883,0.9701,natural,0.0,3.004,40.18,8.38,63.3,8594.3,138.63,140.68,2.044
4935.6,54.48,-12.51,0.7282,0.5945,forced,1.0,1.816,22.14,4.33,32.8,2774.8,48.45,63.03,14.574
2161.1,77.92,6.5,0.9706,0.7924,forced,1.0,3.364,44.8,4.44,52.0,3907.9,188.06,214.43,26.369
762.4,92.5,15.69,1.1156,0.9107,forced,1.0,3.205,70.15,8.75,32.7,8428.1,257.95,274.63,16.674
3133.5,68.93,5.62,0.8613,0.7031,forced,1.0,1.549,5.77,2.54,27.0,2120.8,17.47,19.24,1.775
4620.0,56.82,-6.17,0.7414,0.6052,natural,0.0,1.548,21.49,2.3,45.3,1638.0,36.58,44.78,8.2
1294.9,86.71,24.05,1.0163,0.8297,forced,1.0,4.491,22.8,9.86,54.4,8858.3,142.95,153.7,10.755
3737.3,63.78,8.95,0.7876,0.643,forced,1.0,4.828,48.12,5.64,64.0,4046.8,339.72,431.13,91.414
512.1,95.32,17.15,1.1439,0.9338,natural,0.0,6.165,49.54,2.31,18.2,2606.9,333.16,345.33,12.167
310.1,97.65,-5.04,1.2689,1.0358,natural,0.0,1.296,17.06,2.08,58.2,2420.4,16.69,16.37,-0.316
3188.1,68.45,6.7,0.8521,0.6956,forced,1.0,1.472,17.78,8.69,38.8,6372.5,41.68,46.97,5.289
3243.8,67.96,-4.33,0.8807,0.7189,forced,1.0,1.095,69.76,6.2,15.9,4668.7,95.17,119.28,24.113
3824.6,63.06,-9.67,0.8338,0.6806,forced,1.0,3.834,57.21,1.59,53.7,1296.3,288.7,366.55,77.848
4356.5,58.83,-10.71,0.7809,0.6375,forced,1.0,4.35,70.2,8.93,28.2,5695.6,427.05,570.55,143.493
5855.1,48.12,-20.74,0.6642,0.5422,forced,1.0,3.1,62.57,4.72,57.8,2679.0,295.77,426.95,131.186
3097.8,69.24,3.54,0.8718,0.7117,natural,0.0,5.348,31.35,9.9,18.7,7248.5,202.31,232.43,30.122
1937.7,80.11,-1.95,1.0291,0.8401,forced,1.0,4.714,10.9,3.18,49.1,2967.8,57.12,60.83,3.715
4771.1,55.69,-17.48,0.7588,0.6195,forced,1.0,6.419,47.96,5.52,26.5,3518.3,434.1,569.01,134.907
1625.0,83.27,11.5,1.0191,0.8319,forced,1.0,1.586,27.7,2.14,24.2,2161.7,62.39,67.25,4.859
2633.8,73.43,6.62,0.9144,0.7465,forced,1.0,1.132,33.06,4.68,12.8,3884.7,53.91,60.87,6.952
470.7,95.8,20.79,1.1354,0.9268,natural,0.0,2.366,33.09,2.18,36.5,2483.4,102.12,104.66,2.533
152.1,99.51,14.29,1.2061,0.9845,forced,1.0,0.909,70.37,3.42,31.5,3851.4,79.03,79.93,0.905
5775.9,48.65,-23.41,0.6786,0.554,forced,1.0,6.116,7.03,3.06,13.4,1840.1,45.52,58.8,13.279
5015.9,53.9,-15.64,0.7292,0.5953,forced,1.0,2.533,16.1,3.19,22.5,2089.8,46.09,59.54,13.448
4175.8,60.24,-5.7,0.7847,0.6405,forced,1.0,3.949,46.38,9.71,36.8,6281.4,255.85,328.03,72.181
2453.7,75.12,12.96,0.9146,0.7466,forced,1.0,2.613,66.51,0.87,54.5,882.9,232.53,278.95,46.414
1039.8,89.44,0.96,1.1367,0.9279,forced,1.0,2.201,69.01,5.22,61.1,5122.6,162.22,171.31,9.088
938.6,90.55,12.57,1.104,0.9012,forced,1.0,1.668,42.78,6.48,38.3,6295.1,90.15,95.45,5.299
1501.5,84.54,2.24,1.0694,0.873,forced,1.0,2.626,4.52,6.78,32.2,6163.1,15.49,16.03,0.54
3295.4,67.51,-11.33,0.8983,0.7333,natural,0.0,4.308,28.49,7.67,62.5,5623.4,131.99,150.79,18.8
4287.6,59.36,-2.07,0.7629,0.6228,forced,1.0,6.338,69.07,7.73,63.0,5042.6,637.42,854.96,217.536
3961.2,61.95,-2.48,0.7974,0.6509,forced,1.0,3.981,38.5,9.58,20.5,6361.0,213.6,266.76,53.16
1679.6,82.71,11.78,1.0112,0.8255,forced,1.0,3.836,55.04,7.68,39.2,6765.0,257.96,289.24,31.278
5729.2,48.96,-11.71,0.6524,0.5325,natural,0.0,1.001,21.65,8.33,55.2,4531.8,17.98,24.86,6.879
4427.4,58.28,-11.66,0.7765,0.6338,natural,0.0,5.589,3.83,5.56,55.2,3684.8,15.2,17.28,2.088
3326.1,67.25,-4.22,0.8711,0.7111,forced,1.0,1.056,44.22,6.75,47.7,4992.6,57.1,69.9,12.805
3670.3,64.33,9.26,0.7936,0.6478,forced,1.0,5.966,62.95,5.04,35.9,3690.0,540.75,701.69,160.943
2517.6,74.52,2.16,0.9429,0.7697,forced,1.0,3.87,74.29,3.13,32.2,2741.6,356.66,427.25,70.593
1486.4,84.7,14.75,1.0249,0.8366,forced,1.0,1.76,63.8,3.48,54.4,3383.2,144.29,161.11,16.824
2135.8,78.16,6.16,0.9749,0.7958,natural,0.0,3.375,42.44,3.93,22.4,3509.7,166.71,185.37,18.663
4547.1,57.37,-20.65,0.7915,0.6461,natural,0.0,6.471,46.44,3.74,33.6,2544.8,353.21,442.63,89.415
86.4,100.29,7.17,1.2464,1.0174,natural,0.0,2.539,62.16,5.57,41.2,6018.7,163.64,163.53,-0.113
696.4,93.23,12.0,1.139,0.9298,forced,1.0,2.336,3.45,2.85,55.7,3087.3,20.53,20.47,-0.06
276.0,98.05,24.54,1.1475,0.9367,forced,1.0,1.473,71.47,5.41,30.6,5746.6,135.45,141.26,5.815
244.4,98.42,23.14,1.1572,0.9447,forced,1.0,4.204,40.78,9.2,40.2,9335.8,202.55,208.02,5.471
5132.8,53.07,-7.88,0.6969,0.5689,forced,1.0,1.309,71.5,4.36,25.4,2723.2,139.04,198.84,59.803
4221.9,59.88,-13.36,0.8029,0.6555,forced,1.0,5.166,57.81,2.62,56.0,1922.9,405.37,524.93,119.561
2845.0,71.5,11.2,0.876,0.7151,natural,0.0,6.04,13.12,3.8,53.2,3143.5,104.9,114.22,9.317
587.0,94.47,10.4,1.1607,0.9475,forced,1.0,6.112,14.06,8.83,55.1,8662.1,100.14,101.87,1.73
2949.7,70.56,2.1,0.893,0.729,forced,1.0,1.415,27.82,9.45,13.2,7067.1,52.79,60.79,7.998
2840.8,71.54,1.47,0.9075,0.7408,forced,1.0,3.982,21.27,8.92,36.8,6796.6,109.15,124.44,15.285
1039.2,89.45,12.2,1.092,0.8914,forced,1.0,1.354,34.07,3.23,17.5,3325.3,62.76,65.83,3.079
2603.1,73.72,11.11,0.9035,0.7375,forced,1.0,4.06,46.08,4.18,47.1,3527.0,249.85,294.98,45.125
2391.0,75.71,0.23,0.9648,0.7876,forced,1.0,5.445,33.87,9.76,27.1,7761.1,223.49,253.27,29.783
3695.1,64.13,-12.12,0.8558,0.6986,forced,1.0,3.865,6.12,3.58,52.6,2703.9,19.39,22.97,3.579
3810.6,63.18,-4.65,0.8197,0.6691,forced,1.0,5.771,73.22,1.81,13.6,1453.8,578.07,751.92,173.85
271.8,98.1,15.83,1.1826,0.9654,natural,0.0,5.37,33.03,3.18,38.2,3562.7,196.36,199.31,2.943
2247.7,77.08,25.65,0.8987,0.7336,natural,0.0,2.376,64.13,9.66,16.8,7812.0,203.58,239.08,35.5
3755.2,63.63,-0.35,0.8126,0.6633,forced,1.0,4.392,7.4,4.45,40.7,3266.5,44.77,50.85,6.073
3018.8,69.94,-2.08,0.8988,0.7337,forced,1.0,0.842,61.13,9.37,43.4,6961.1,63.88,78.21,14.324
5138.9,53.02,-19.74,0.7289,0.595,forced,1.0,3.057,14.66,1.49,35.4,1047.7,48.15,61.93,13.777
3952.2,62.02,-16.97,0.8435,0.6885,natural,0.0,2.156,51.6,7.78,25.4,5275.8,117.12,145.98,28.867
977.6,90.12,7.49,1.1187,0.9132,forced,1.0,6.142,50.31,1.39,11.8,1573.4,339.77,359.03,19.26
423.4,96.34,17.94,1.153,0.9412,forced,1.0,3.111,68.42,2.38,46.4,2699.3,241.33,251.03,9.701
3854.5,62.82,3.51,0.791,0.6457,natural,0.0,4.528,25.41,6.35,57.9,4446.5,146.7,171.94,25.249
159.1,99.43,25.7,1.1591,0.9462,forced,1.0,4.972,9.95,4.63,50.4,5055.3,77.43,78.25,0.823
3514.7,65.64,-1.47,0.8417,0.6871,natural,0.0,5.207,65.11,6.83,59.1,4940.4,407.58,506.92,99.336
5641.4,49.55,-18.61,0.6781,0.5535,forced,1.0,4.994,26.21,9.75,61.1,5281.2,191.43,252.64,61.207
3452.8,66.16,-0.83,0.8464,0.6909,forced,1.0,2.448,18.97,1.0,34.7,897.4,61.61,71.72,10.105
2329.0,76.3,1.75,0.9669,0.7893,forced,1.0,4.711,37.49,2.32,48.4,2145.4,215.16,244.41,29.245
3859.7,62.77,5.22,0.7856,0.6413,natural,0.0,3.929,12.67,6.58,31.9,4588.0,67.38,75.48,8.1
2749.5,72.37,0.99,0.9196,0.7507,natural,0.0,4.205,23.68,9.02,60.6,6933.1,115.91,128.93,13.024
3273.7,67.7,-1.8,0.8692,0.7095,forced,1.0,0.805,30.13,8.08,41.0,5908.8,30.1,36.12,6.015
5648.8,49.5,-30.01,0.7092,0.5789,forced,1.0,2.272,22.24,4.92,51.4,2854.5,48.23,68.05,19.821
2316.6,76.42,3.77,0.9614,0.7848,forced,1.0,6.105,34.87,7.58,10.8,6225.9,262.19,297.19,35.005
5767.1,48.71,-12.47,0.6509,0.5313,natural,0.0,2.453,30.08,2.48,41.7,1524.8,88.77,117.38,28.602
5432.1,50.97,-21.72,0.7062,0.5765,forced,1.0,3.297,58.55,0.63,50.8,477.1,278.15,388.33,110.181
1174.7,87.99,7.86,1.0908,0.8904,natural,0.0,1.864,69.04,5.92,24.1,5650.2,144.25,154.45,10.202
416.2,96.42,22.05,1.1379,0.9289,forced,1.0,1.59,9.37,8.23,10.8,8274.6,37.85,38.11,0.259
604.7,94.27,7.21,1.1714,0.9562,forced,1.0,1.989,62.1,4.62,50.9,4808.8,135.26,139.67,4.413
109.3,100.02,25.64,1.1662,0.952,forced,1.0,3.956,70.02,5.91,28.6,6337.4,313.74,323.95,10.209
566.7,94.7,13.12,1.1524,0.9407,forced,1.0,6.038,52.12,4.51,33.6,4727.6,343.63,356.48,12.852
4098.0,60.86,-8.97,0.8025,0.6551,natural,0.0,2.659,74.74,5.38,40.9,3723.0,236.6,308.74,72.147
427.1,96.3,10.48,1.1828,0.9655,forced,1.0,2.643,26.46,8.9,16.1,8878.4,82.41,83.76,1.347
1913.9,80.35,9.83,0.9892,0.8075,forced,1.0,4.016,62.61,5.04,15.7,4507.4,308.17,353.6,45.427
5069.3,53.52,1.81,0.6781,0.5535,forced,1.0,2.833,51.18,0.57,62.8,456.7,234.56,321.54,86.978
139.6,99.66,23.78,1.1692,0.9545,forced,1.0,5.989,25.61,8.1,28.6,8406.3,183.0,187.16,4.158
4886.8,54.84,-16.95,0.7457,0.6087,natural,0.0,2.954,53.44,6.37,24.1,3943.4,185.37,244.85,59.482
1691.1,82.59,15.82,0.9957,0.8128,forced,1.0,3.596,39.2,7.44,12.6,6564.8,182.2,202.68,20.481
709.0,93.09,13.49,1.1314,0.9236,natural,0.0,3.84,15.8,9.06,19.6,8749.2,76.61,78.91,2.297
4180.4,60.2,1.07,0.7648,0.6243,forced,1.0,5.258,14.69,3.22,33.7,2325.7,113.69,135.41,21.72
3773.7,63.48,0.31,0.8087,0.6601,natural,0.0,4.014,54.08,5.28,28.8,3799.6,267.49,333.03,65.537
5264.8,52.13,-31.88,0.7528,0.6145,natural,0.0,2.163,53.97,6.22,33.4,3690.8,117.05,159.99,42.939
4410.4,58.41,-14.69,0.7873,0.6427,forced,1.0,1.507,40.75,3.78,48.7,2614.1,72.75,95.73,22.981
4820.9,55.32,-5.67,0.7206,0.5882,natural,0.0,6.145,38.6,8.54,45.3,5176.4,303.65,385.74,82.093
1692.2,82.58,9.91,1.0163,0.8297,forced,1.0,5.369,15.14,7.13,37.1,6314.5,104.31,111.02,6.71
1064.6,89.17,6.94,1.1091,0.9054,forced,1.0,0.931,33.34,7.47,54.8,7061.2,40.54,42.16,1.619
4503.7,57.7,-13.08,0.7729,0.6309,natural,0.0,5.483,65.61,8.18,57.2,5170.6,439.82,576.06,136.244
4841.0,55.18,-22.9,0.7681,0.627,forced,1.0,4.166,64.4,2.95,42.5,1991.5,366.85,494.45,127.607
5943.0,47.55,-19.16,0.6522,0.5324,forced,1.0,3.758,50.25,7.58,16.5,4058.5,293.48,416.25,122.763
2475.7,74.91,17.17,0.8989,0.7338,natural,0.0,0.87,74.81,7.85,32.3,6310.6,93.12,109.71,16.583
2232.1,77.23,10.32,0.9491,0.7748,natural,0.0,5.251,67.2,8.5,44.9,6972.7,411.21,478.36,67.143
4658.5,56.53,2.86,0.7135,0.5824,forced,1.0,1.929,12.6,5.14,13.5,3343.2,40.32,48.24,7.915
2044.8,79.05,12.0,0.9658,0.7884,forced,1.0,4.949,31.14,5.29,11.1,4637.8,198.4,222.16,23.756
5584.5,49.93,-10.13,0.6613,0.5399,forced,1.0,0.89,11.63,1.43,62.2,960.6,6.82,10.98,4.157
5150.5,52.94,-1.63,0.6793,0.5545,forced,1.0,5.339,36.02,8.6,50.2,5005.0,306.65,407.23,100.577
2574.0,73.99,5.53,0.9249,0.755,forced,1.0,0.931,58.68,5.57,18.4,4575.9,73.95,87.15,13.191
4505.2,57.69,-10.41,0.7649,0.6244,forced,1.0,2.145,13.37,6.15,34.5,3997.9,31.39,39.37,7.979
4527.3,57.52,-3.23,0.7424,0.606,forced,1.0,2.329,66.27,1.65,20.6,1235.3,227.2,308.52,81.326
618.7,94.11,24.7,1.1007,0.8985,forced,1.0,1.698,43.54,6.22,10.6,6281.2,105.23,110.55,5.317
5415.3,51.09,-18.08,0.6977,0.5696,forced,1.0,3.542,56.67,0.9,31.5,651.1,296.83,413.61,116.775
3031.5,69.83,-4.03,0.9039,0.7379,forced,1.0,2.417,5.3,9.27,45.7,6882.8,12.29,13.67,1.383
4958.7,54.32,-11.4,0.7229,0.5901,forced,1.0,6.462,8.85,8.7,62.5,5180.5,75.81,91.8,15.996
1920.3,80.28,12.51,0.9791,0.7993,natural,0.0,4.106,47.32,2.35,52.3,2267.2,229.84,256.77,26.924
5373.1,51.38,-10.14,0.6805,0.5555,forced,1.0,4.029,63.19,6.14,22.7,3599.3,397.3,560.97,163.672
2335.2,76.24,-3.72,0.9858,0.8047,forced,1.0,2.059,65.79,6.23,28.5,5199.2,157.45,182.94,25.483
65.0,100.55,31.05,1.1515,0.94,forced,1.0,3.13,52.25,8.13,38.6,8506.5,202.87,210.35,7.475
5432.3,50.97,-19.16,0.6991,0.5707,forced,1.0,1.507,16.67,7.69,20.5,4375.4,20.18,29.31,9.126
547.7,94.92,14.85,1.1481,0.9372,forced,1.0,5.146,16.24,9.94,55.8,9682.9,102.86,105.41,2.553
1915.9,80.33,2.13,1.0166,0.8298,forced,1.0,2.688,66.34,3.83,19.2,3521.1,209.12,237.27,28.155
5700.4,49.15,-0.86,0.6288,0.5133,forced,1.0,5.086,10.27,1.68,25.9,1092.4,88.16,109.91,21.758
5703.6,49.13,-15.62,0.6646,0.5425,forced,1.0,2.919,52.08,5.95,41.8,3359.6,232.32,328.17,95.851
3440.6,66.27,-7.47,0.8689,0.7093,forced,1.0,6.436,40.95,7.76,16.8,5587.9,339.39,410.04,70.652
3791.0,63.34,0.54,0.8062,0.6581,forced,1.0,1.775,32.76,3.22,44.4,2430.8,81.83,100.83,18.992
2690.7,72.91,7.13,0.9062,0.7398,forced,1.0,0.809,34.14,2.74,61.9,2392.7,42.27,48.1,5.837
1759.3,81.9,7.44,1.0168,0.8301,forced,1.0,4.191,71.0,8.12,48.0,7055.6,352.77,401.16,48.392
1972.0,79.77,12.23,0.9738,0.7949,forced,1.0,6.232,64.89,7.66,54.7,6533.0,498.07,578.38,80.311
4035.1,61.36,-11.18,0.8159,0.6661,forced,1.0,4.488,65.14,2.43,34.1,1842.2,393.52,509.61,116.088
4514.2,57.62,-12.3,0.7695,0.6282,forced,1.0,1.289,31.68,8.76,30.1,5494.9,46.92,61.72,14.8
4749.5,55.85,-22.93,0.7776,0.6348,natural,0.0,3.881,9.81,1.78,28.1,1284.5,24.85,30.02,5.172
4737.7,55.94,-18.74,0.766,0.6253,forced,1.0,5.984,74.84,1.54,46.3,1130.2,633.31,860.93,227.616
547.2,94.92,27.29,1.1007,0.8985,forced,1.0,0.837,12.61,3.84,38.5,4093.7,38.79,39.28,0.491
2966.5,70.41,10.57,0.8645,0.7057,forced,1.0,1.751,39.64,8.92,36.0,6698.1,102.31,120.78,18.468
345.4,97.24,18.15,1.163,0.9493,forced,1.0,5.443,21.32,7.11,15.5,7302.9,139.11,141.6,2.491
3297.2,67.5,8.55,0.8347,0.6814,natural,0.0,5.895,39.28,4.25,47.0,3304.2,289.1,343.24,54.141
2649.2,73.29,1.82,0.9286,0.758,forced,1.0,4.831,24.26,1.99,49.9,1808.2,148.1,168.48,20.385
5326.2,51.7,-16.08,0.7007,0.572,forced,1.0,6.452,67.47,7.28,20.8,4217.4,664.55,932.66,268.111
2105.5,78.46,6.65,0.9769,0.7974,forced,1.0,1.314,72.69,6.19,51.8,5309.5,121.15,140.86,19.715
702.4,93.17,14.68,1.1276,0.9205,forced,1.0,3.91,31.93,9.88,58.4,9474.6,148.12,154.14,6.02
858.0,91.43,13.13,1.1126,0.9083,forced,1.0,4.704,7.12,7.77,19.6,7490.5,49.33,50.54,1.21
4569.1,57.2,-2.84,0.7372,0.6018,forced,1.0,4.805,50.42,1.47,34.9,1107.9,360.88,477.64,116.753
3709.3,64.01,-3.21,0.8261,0.6743,forced,1.0,5.323,29.49,7.42,58.2,5201.0,211.95,256.02,44.067
606.7,94.25,20.33,1.1187,0.9132,forced,1.0,6.03,73.98,2.95,36.8,3208.6,500.04,533.21,33.174
504.6,95.41,22.91,1.1227,0.9164,forced,1.0,2.861,8.52,9.64,54.8,9463.2,49.06,49.65,0.584
4205.8,60.0,-5.01,0.7796,0.6364,forced,1.0,1.045,10.7,0.68,21.9,589.6,11.04,14.06,3.028
436.6,96.19,11.34,1.1779,0.9615,forced,1.0,2.866,53.06,2.76,13.5,3086.8,168.25,171.9,3.65
4931.2,54.52,-20.17,0.7507,0.6128,forced,1.0,4.628,57.38,5.24,13.3,3292.2,372.75,500.89,128.14
